User ID,Password,Touch Duration,Input Type,Success/Fail
1,Password_1,0.0789803534011719,short,
1,Password_1,0.6589716579134,short,
1,Password_1,0.23819910913580974,long,
1,Password_1,0.0,check_password,Success
1,Password_2,0.14407079096039932,long,
1,Password_2,0.19859912050648532,long,
1,Password_2,0.6284634489479081,short,
1,Password_2,0.25227643767437646,long,
1,Password_2,0.0,check_password,Success
1,Password_3,0.667821306091502,short,
1,Password_3,0.07967238632386965,short,
1,Password_3,0.2973441695541809,short,
1,Password_3,0.0,check_password,Success
1,Password_4,0.45811623524972545,short,
1,Password_4,0.13034089511427585,long,
1,Password_4,0.5580992438387501,short,
1,Password_4,0.10158036973927535,short,
1,Password_4,0.0,check_password,Success
1,Password_5,0.46949480860167164,long,
1,Password_5,0.1074091667909697,short,
1,Password_5,0.2871482592046394,long,
1,Password_5,0.0,check_password,Fail
2,Password_1,0.17269774590168052,long,
2,Password_1,0.12565613022913488,short,
2,Password_1,0.47469675389262134,short,
2,Password_1,0.0,check_password,Fail
2,Password_2,0.5241837074056933,long,
2,Password_2,0.3741934938925382,long,
2,Password_2,0.16830096935091263,long,
2,Password_2,0.0,check_password,Success
2,Password_3,0.19333554552138152,short,
2,Password_3,0.18625193553343472,short,
2,Password_3,0.16365217421065129,short,
2,Password_3,0.0,check_password,Success
2,Password_4,0.24176093318442604,short,
2,Password_4,0.21810408837475112,short,
2,Password_4,0.38358614909790334,long,
2,Password_4,0.1162965173427846,short,
2,Password_4,0.6908092587710077,short,
2,Password_4,0.0,check_password,Success
2,Password_5,0.0990408851384629,short,
2,Password_5,0.5478811339751141,short,
2,Password_5,0.43888771289470246,short,
2,Password_5,0.0,check_password,Fail
3,Password_1,0.4817192842660958,short,
3,Password_1,0.08494131835287802,short,
3,Password_1,0.15751674724577194,short,
3,Password_1,0.347853635143773,long,
3,Password_1,0.12492656490792753,short,
3,Password_1,0.0,check_password,Success
3,Password_2,0.16600919175151824,short,
3,Password_2,0.2715305196506847,short,
3,Password_2,0.22875208186070944,short,
3,Password_2,0.6148586219224944,long,
3,Password_2,0.09887284584169535,short,
3,Password_2,0.0,check_password,Fail
3,Password_3,0.5080812440193766,long,
3,Password_3,0.06668142690255303,short,
3,Password_3,0.05855004172155865,long,
3,Password_3,0.4093978145613375,short,
3,Password_3,0.0,check_password,Success
3,Password_4,0.19038142724608856,long,
3,Password_4,0.08653959442147197,short,
3,Password_4,0.6137738325912993,short,
3,Password_4,0.0,check_password,Success
3,Password_5,0.1951985397648607,short,
3,Password_5,0.6475363904246725,long,
3,Password_5,0.6300077502838064,long,
3,Password_5,0.3564294861682308,short,
3,Password_5,0.5526159393628557,short,
3,Password_5,0.0,check_password,Success
4,Password_1,0.4467688112181911,short,
4,Password_1,0.3622598803282072,long,
4,Password_1,0.48126188835269745,long,
4,Password_1,0.0,check_password,Fail
4,Password_2,0.6669908096269987,short,
4,Password_2,0.09868190855594561,short,
4,Password_2,0.42869938684995684,long,
4,Password_2,0.36642849912019404,long,
4,Password_2,0.4982481435194133,short,
4,Password_2,0.0,check_password,Fail
4,Password_3,0.49058317770761767,short,
4,Password_3,0.6763600818057343,short,
4,Password_3,0.26922465300868864,long,
4,Password_3,0.4876759751955677,short,
4,Password_3,0.0,check_password,Success
4,Password_4,0.37202393950641865,long,
4,Password_4,0.057921874776049716,long,
4,Password_4,0.1549121807852854,short,
4,Password_4,0.13746053324713137,short,
4,Password_4,0.0,check_password,Success
4,Password_5,0.09432146764735344,long,
4,Password_5,0.24547282189279324,long,
4,Password_5,0.5131887089284116,short,
4,Password_5,0.4405225206666772,long,
4,Password_5,0.0,check_password,Fail
5,Password_1,0.29471494109687324,short,
5,Password_1,0.15128856469889587,short,
5,Password_1,0.34729778107103376,short,
5,Password_1,0.14963258986775485,short,
5,Password_1,0.32971508811069383,short,
5,Password_1,0.0,check_password,Fail
5,Password_2,0.15306686244620027,short,
5,Password_2,0.20687145553512504,short,
5,Password_2,0.13835193006669377,short,
5,Password_2,0.0,check_password,Success
5,Password_3,0.3024487405652407,short,
5,Password_3,0.5291059537957146,short,
5,Password_3,0.24424993051777,long,
5,Password_3,0.0,check_password,Fail
5,Password_4,0.053359272399595606,short,
5,Password_4,0.34715762613417633,short,
5,Password_4,0.25571098458039676,short,
5,Password_4,0.6196098433496566,short,
5,Password_4,0.15500970333367953,short,
5,Password_4,0.0,check_password,Fail
5,Password_5,0.22615837485818754,short,
5,Password_5,0.10735421160238574,long,
5,Password_5,0.27214626132090486,short,
5,Password_5,0.2726132937116767,long,
5,Password_5,0.0,check_password,Success
6,Password_1,0.27699124442628226,short,
6,Password_1,0.42324025364948303,long,
6,Password_1,0.06799906683864375,short,
6,Password_1,0.0,check_password,Success
6,Password_2,0.27177004416648926,long,
6,Password_2,0.3089703239214746,short,
6,Password_2,0.4498696600433114,short,
6,Password_2,0.0,check_password,Success
6,Password_3,0.6435781805272718,short,
6,Password_3,0.14311814433428,short,
6,Password_3,0.15740227661706074,long,
6,Password_3,0.0,check_password,Success
6,Password_4,0.09167221141262631,short,
6,Password_4,0.3281411309469167,long,
6,Password_4,0.16049036750586673,short,
6,Password_4,0.10611608708760138,short,
6,Password_4,0.0,check_password,Success
6,Password_5,0.4619833715286497,short,
6,Password_5,0.1992689730913783,long,
6,Password_5,0.07874198251657737,short,
6,Password_5,0.09319928813180824,short,
6,Password_5,0.3004560462256698,long,
6,Password_5,0.0,check_password,Success
7,Password_1,0.18768419929175342,long,
7,Password_1,0.400800447246342,long,
7,Password_1,0.46270262340345547,short,
7,Password_1,0.0,check_password,Success
7,Password_2,0.2005132668816282,long,
7,Password_2,0.3846016125282409,long,
7,Password_2,0.056963491478870705,short,
7,Password_2,0.0,check_password,Success
7,Password_3,0.23675140179599236,short,
7,Password_3,0.41980407532001224,short,
7,Password_3,0.652053761331261,short,
7,Password_3,0.38185934451801234,long,
7,Password_3,0.33711488936181633,short,
7,Password_3,0.0,check_password,Fail
7,Password_4,0.5875614485625501,long,
7,Password_4,0.2306448750529083,short,
7,Password_4,0.26018086133775503,short,
7,Password_4,0.0,check_password,Success
7,Password_5,0.17943419154796533,short,
7,Password_5,0.16671165397290644,short,
7,Password_5,0.3262491350098256,short,
